Geolocation,Level of Education,Sex,Year,Completion_Rate,Cohort_Survival_Rate,Gender_Parity_Index,Participation_Rate
Region III,Elementary,Female,2015,91.9,95.6,0.9,82.1
Region III,Elementary,Male,2015,86.7,91.0,0.9,81.1
Region III,Junior High,Female,2015,76.3,84.6,1.0,82.1
Region III,Junior High,Male,2015,68.8,76.7,1.0,81.1
Region III,Senior High,Female,2015,0.0,0.0,0.0,82.1
Region III,Senior High,Male,2015,0.0,0.0,0.0,81.1
Region IV-A,Elementary,Female,2015,91.1,94.1,0.9,73.1
Region IV-A,Elementary,Male,2015,86.1,89.7,0.9,70.5
Region IV-A,Junior High,Female,2015,84.9,90.1,1.0,73.1
Region IV-A,Junior High,Male,2015,78.3,83.8,1.0,70.5
Region IV-A,Senior High,Female,2015,0.0,0.0,0.0,73.1
Region IV-A,Senior High,Male,2015,0.0,0.0,0.0,70.5
Region IV-B,Elementary,Female,2015,94.1,96.0,0.9,80.8
Region IV-B,Elementary,Male,2015,86.8,89.2,0.9,79.5
Region IV-B,Junior High,Female,2015,81.3,87.6,1.0,80.8
Region IV-B,Junior High,Male,2015,72.0,77.9,1.0,79.5
Region IV-B,Senior High,Female,2015,0.0,0.0,0.0,80.8
Region IV-B,Senior High,Male,2015,0.0,0.0,0.0,79.5
Region V,Elementary,Female,2015,88.7,91.1,0.9,81.1
Region V,Elementary,Male,2015,82.5,86.1,0.9,81.0
Region V,Junior High,Female,2015,76.1,83.2,1.0,81.1
Region V,Junior High,Male,2015,63.1,71.2,1.0,81.0
Region V,Senior High,Female,2015,0.0,0.0,0.0,81.1
Region V,Senior High,Male,2015,0.0,0.0,0.0,81.0
Region VI,Elementary,Female,2015,93.0,95.2,0.9,84.2
Region VI,Elementary,Male,2015,85.4,88.8,0.9,84.0
Region VI,Junior High,Female,2015,80.5,86.2,1.0,84.2
Region VI,Junior High,Male,2015,69.5,76.2,1.0,84.0
Region VI,Senior High,Female,2015,0.0,0.0,0.0,84.2
Region VI,Senior High,Male,2015,0.0,0.0,0.0,84.0
Region VII,Elementary,Female,2015,93.7,95.9,0.9,83.3
Region VII,Elementary,Male,2015,83.1,86.8,0.9,82.6
Region VII,Junior High,Female,2015,80.6,87.7,1.0,83.3
Region VII,Junior High,Male,2015,70.1,78.6,1.0,82.6
Region VII,Senior High,Female,2015,0.0,0.0,0.0,83.3
Region VII,Senior High,Male,2015,0.0,0.0,0.0,82.6
Region VIII,Elementary,Female,2015,92.1,94.2,0.9,80.4
Region VIII,Elementary,Male,2015,84.3,87.5,0.9,78.5
Region VIII,Junior High,Female,2015,75.9,83.1,1.0,80.4
Region VIII,Junior High,Male,2015,64.6,71.7,1.0,78.5
Region VIII,Senior High,Female,2015,0.0,0.0,0.0,80.4
Region VIII,Senior High,Male,2015,0.0,0.0,0.0,78.5
Region IX,Elementary,Female,2015,84.1,86.5,0.9,73.8
Region IX,Elementary,Male,2015,75.8,79.4,0.9,73.4
Region IX,Junior High,Female,2015,76.1,84.9,1.1,73.8
Region IX,Junior High,Male,2015,65.0,74.2,1.1,73.4
Region IX,Senior High,Female,2015,0.0,0.0,0.0,73.8
Region IX,Senior High,Male,2015,0.0,0.0,0.0,73.4
Region X,Elementary,Female,2015,89.1,90.7,0.9,79.7
Region X,Elementary,Male,2015,79.5,82.3,0.9,78.9
Region X,Junior High,Female,2015,77.2,82.7,1.1,79.7
Region X,Junior High,Male,2015,66.9,73.0,1.1,78.9
Region X,Senior High,Female,2015,0.0,0.0,0.0,79.7
Region X,Senior High,Male,2015,0.0,0.0,0.0,78.9
Region XI,Elementary,Female,2015,93.8,95.4,0.9,86.3
Region XI,Elementary,Male,2015,84.4,87.4,0.9,84.4
Region XI,Junior High,Female,2015,78.2,84.4,1.1,86.3
Region XI,Junior High,Male,2015,68.6,75.4,1.1,84.4
Region XI,Senior High,Female,2015,0.0,0.0,0.0,86.3
Region XI,Senior High,Male,2015,0.0,0.0,0.0,84.4
Region XII,Elementary,Female,2015,87.8,88.7,0.9,78.6
Region XII,Elementary,Male,2015,80.0,82.0,0.9,76.3
Region XII,Junior High,Female,2015,76.4,80.5,1.1,78.6
Region XII,Junior High,Male,2015,69.6,74.2,1.1,76.3
Region XII,Senior High,Female,2015,0.0,0.0,0.0,78.6
Region XII,Senior High,Male,2015,0.0,0.0,0.0,76.3
Region XIII,Elementary,Female,2015,87.9,89.9,0.9,85.6
Region XIII,Elementary,Male,2015,81.0,84.1,0.9,86.6
Region XIII,Junior High,Female,2015,73.8,80.4,1.0,85.6
Region XIII,Junior High,Male,2015,67.3,73.6,1.0,86.6
Region XIII,Senior High,Female,2015,0.0,0.0,0.0,85.6
Region XIII,Senior High,Male,2015,0.0,0.0,0.0,86.6
BARMM,Elementary,Female,2015,40.1,42.3,1.1,56.1
BARMM,Elementary,Male,2015,34.2,36.4,1.1,49.8
BARMM,Junior High,Female,2015,65.0,75.1,1.3,56.1
BARMM,Junior High,Male,2015,62.6,71.8,1.3,49.8
BARMM,Senior High,Female,2015,0.0,0.0,0.0,56.1
BARMM,Senior High,Male,2015,0.0,0.0,0.0,49.8
NCR,Elementary,Female,2016,87.4,88.5,0.9,60.2
NCR,Elementary,Male,2016,84.6,86.2,0.9,60.2
NCR,Junior High,Female,2016,84.5,86.5,1.0,60.2
NCR,Junior High,Male,2016,76.1,78.8,1.0,60.2
NCR,Senior High,Female,2016,0.0,0.0,1.1,60.2
NCR,Senior High,Male,2016,0.0,0.0,1.1,60.2
CAR,Elementary,Female,2016,96.1,96.7,0.9,66.2
CAR,Elementary,Male,2016,91.2,92.2,0.9,68.8
CAR,Junior High,Female,2016,86.5,88.8,1.0,66.2
CAR,Junior High,Male,2016,73.0,76.0,1.0,68.8
CAR,Senior High,Female,2016,0.0,0.0,1.2,66.2
CAR,Senior High,Male,2016,0.0,0.0,1.2,68.8
Region I,Elementary,Female,2016,98.9,99.0,0.9,62.7
Region I,Elementary,Male,2016,96.0,96.4,0.9,64.1
Region I,Junior High,Female,2016,91.7,92.5,1.0,62.7
Region I,Junior High,Male,2016,81.7,83.2,1.0,64.1
Region I,Senior High,Female,2016,0.0,0.0,1.0,62.7
Region I,Senior High,Male,2016,0.0,0.0,1.0,64.1
Region II,Elementary,Female,2016,97.5,97.8,0.9,67.6
Region II,Elementary,Male,2016,92.8,93.7,0.9,69.7
Region II,Junior High,Female,2016,85.9,87.4,1.0,67.6
Region II,Junior High,Male,2016,77.1,79.3,1.0,69.7
Region II,Senior High,Female,2016,0.0,0.0,1.1,67.6
Region II,Senior High,Male,2016,0.0,0.0,1.1,69.7
Region III,Elementary,Female,2016,99.5,99.7,0.9,66.8
Region III,Elementary,Male,2016,96.3,96.8,0.9,68.5
Region III,Junior High,Female,2016,89.1,90.8,1.0,66.8
Region III,Junior High,Male,2016,80.8,82.8,1.0,68.5
Region III,Senior High,Female,2016,0.0,0.0,1.1,66.8
Region III,Senior High,Male,2016,0.0,0.0,1.1,68.5
Region IV-A,Elementary,Female,2016,99.7,100.0,0.9,65.2
Region IV-A,Elementary,Male,2016,99.3,100.0,0.9,66.2
Region IV-A,Junior High,Female,2016,93.1,95.0,1.0,65.2
Region IV-A,Junior High,Male,2016,84.7,87.2,1.0,66.2
Region IV-A,Senior High,Female,2016,0.0,0.0,1.1,65.2
Region IV-A,Senior High,Male,2016,0.0,0.0,1.1,66.2
Region IV-B,Elementary,Female,2016,94.7,95.0,0.9,63.9
Region IV-B,Elementary,Male,2016,89.7,90.9,0.9,65.1
Region IV-B,Junior High,Female,2016,83.3,85.1,1.0,63.9
Region IV-B,Junior High,Male,2016,74.0,76.9,1.0,65.1
Region IV-B,Senior High,Female,2016,0.0,0.0,1.1,63.9
Region IV-B,Senior High,Male,2016,0.0,0.0,1.1,65.1
Region V,Elementary,Female,2016,97.4,97.6,0.9,67.6
Region V,Elementary,Male,2016,92.1,93.4,0.9,70.0
Region V,Junior High,Female,2016,82.6,84.8,1.0,67.6
Region V,Junior High,Male,2016,69.6,73.1,1.0,70.0
Region V,Senior High,Female,2016,0.0,0.0,1.1,67.6
Region V,Senior High,Male,2016,0.0,0.0,1.1,70.0
Region VI,Elementary,Female,2016,97.6,97.8,0.9,66.5
Region VI,Elementary,Male,2016,92.2,93.0,0.9,68.3
Region VI,Junior High,Female,2016,87.8,89.2,1.0,66.5
Region VI,Junior High,Male,2016,76.2,78.5,1.0,68.3
Region VI,Senior High,Female,2016,0.0,0.0,1.1,66.5
Region VI,Senior High,Male,2016,0.0,0.0,1.1,68.3
Region VII,Elementary,Female,2016,96.5,96.9,0.9,68.0
Region VII,Elementary,Male,2016,93.3,94.3,0.9,69.0
Region VII,Junior High,Female,2016,84.5,86.7,1.0,68.0
Region VII,Junior High,Male,2016,72.2,74.9,1.0,69.0
Region VII,Senior High,Female,2016,0.0,0.0,1.1,68.0
Region VII,Senior High,Male,2016,0.0,0.0,1.1,69.0
Region VIII,Elementary,Female,2016,97.1,97.2,0.9,69.4
Region VIII,Elementary,Male,2016,91.7,92.5,0.9,70.5
Region VIII,Junior High,Female,2016,80.9,82.9,1.0,69.4
Region VIII,Junior High,Male,2016,69.7,72.3,1.0,70.5
Region VIII,Senior High,Female,2016,0.0,0.0,1.1,69.4
Region VIII,Senior High,Male,2016,0.0,0.0,1.1,70.5
Region IX,Elementary,Female,2016,89.9,90.7,0.9,65.4
Region IX,Elementary,Male,2016,82.0,83.6,0.9,66.1
Region IX,Junior High,Female,2016,77.7,80.1,1.1,65.4
Region IX,Junior High,Male,2016,66.8,69.9,1.1,66.1
Region IX,Senior High,Female,2016,0.0,0.0,1.2,65.4
Region IX,Senior High,Male,2016,0.0,0.0,1.2,66.1
Region X,Elementary,Female,2016,95.1,95.7,0.9,72.7
Region X,Elementary,Male,2016,89.0,90.1,0.9,73.7
Region X,Junior High,Female,2016,84.8,86.4,1.0,72.7
Region X,Junior High,Male,2016,74.6,76.6,1.0,73.7
Region X,Senior High,Female,2016,0.0,0.0,1.1,72.7
Region X,Senior High,Male,2016,0.0,0.0,1.1,73.7
Region XI,Elementary,Female,2016,95.7,96.1,0.9,65.8
Region XI,Elementary,Male,2016,89.1,90.1,0.9,65.9
Region XI,Junior High,Female,2016,83.2,85.0,1.0,65.8
Region XI,Junior High,Male,2016,74.3,76.5,1.0,65.9
Region XI,Senior High,Female,2016,0.0,0.0,1.2,65.8
Region XI,Senior High,Male,2016,0.0,0.0,1.2,65.9
Region XII,Elementary,Female,2016,89.3,89.5,0.9,65.9
Region XII,Elementary,Male,2016,83.1,83.7,0.9,66.1
Region XII,Junior High,Female,2016,77.5,79.4,1.0,65.9
Region XII,Junior High,Male,2016,71.2,73.2,1.0,66.1
Region XII,Senior High,Female,2016,0.0,0.0,1.1,65.9
Region XII,Senior High,Male,2016,0.0,0.0,1.1,66.1
Region XIII,Elementary,Female,2016,94.4,94.7,0.9,67.8
Region XIII,Elementary,Male,2016,90.3,91.0,0.9,69.7
Region XIII,Junior High,Female,2016,80.0,81.8,1.0,67.8
Region XIII,Junior High,Male,2016,74.4,76.5,1.0,69.7
Region XIII,Senior High,Female,2016,0.0,0.0,1.1,67.8
Region XIII,Senior High,Male,2016,0.0,0.0,1.1,69.7
BARMM,Elementary,Female,2016,69.0,70.9,1.0,56.8
BARMM,Elementary,Male,2016,61.8,64.6,1.0,50.9
BARMM,Junior High,Female,2016,79.9,82.2,1.3,56.8
BARMM,Junior High,Male,2016,77.1,79.2,1.3,50.9
BARMM,Senior High,Female,2016,0.0,0.0,1.4,56.8
BARMM,Senior High,Male,2016,0.0,0.0,1.4,50.9
NCR,Elementary,Female,2017,96.1,97.3,0.9,75.7
NCR,Elementary,Male,2017,93.4,94.6,0.9,73.9
NCR,Junior High,Female,2017,94.1,94.9,1.0,75.7
NCR,Junior High,Male,2017,87.2,87.9,1.0,73.9
NCR,Senior High,Female,2017,0.0,0.0,1.1,75.7
NCR,Senior High,Male,2017,0.0,0.0,1.1,73.9
CAR,Elementary,Female,2017,94.0,94.8,0.9,83.0
CAR,Elementary,Male,2017,89.6,90.8,0.9,83.9
CAR,Junior High,Female,2017,87.1,88.1,1.0,83.0
CAR,Junior High,Male,2017,75.5,76.7,1.0,83.9
CAR,Senior High,Female,2017,0.0,0.0,1.2,83.0
CAR,Senior High,Male,2017,0.0,0.0,1.2,83.9
Region I,Elementary,Female,2017,96.3,98.6,0.9,82.3
Region I,Elementary,Male,2017,94.7,97.3,0.9,82.7
Region I,Junior High,Female,2017,91.7,93.2,1.0,82.3
Region I,Junior High,Male,2017,84.1,86.2,1.0,82.7
Region I,Senior High,Female,2017,0.0,0.0,1.1,82.3
Region I,Senior High,Male,2017,0.0,0.0,1.1,82.7
Region II,Elementary,Female,2017,95.5,96.7,0.9,90.7
Region II,Elementary,Male,2017,91.9,93.3,0.9,89.7
Region II,Junior High,Female,2017,88.2,89.8,1.0,90.7
Region II,Junior High,Male,2017,79.5,81.4,1.0,89.7
Region II,Senior High,Female,2017,0.0,0.0,1.1,90.7
Region II,Senior High,Male,2017,0.0,0.0,1.1,89.7
Region III,Elementary,Female,2017,97.6,98.9,0.9,89.6
Region III,Elementary,Male,2017,94.5,95.9,0.9,88.2
Region III,Junior High,Female,2017,89.9,91.0,1.0,89.6
Region III,Junior High,Male,2017,82.1,83.2,1.0,88.2
Region III,Senior High,Female,2017,0.0,0.0,1.1,89.6
Region III,Senior High,Male,2017,0.0,0.0,1.1,88.2
Region IV-A,Elementary,Female,2017,99.6,99.9,0.9,86.5
Region IV-A,Elementary,Male,2017,97.2,97.9,0.9,84.5
Region IV-A,Junior High,Female,2017,93.8,94.5,1.0,86.5
Region IV-A,Junior High,Male,2017,87.7,88.4,1.0,84.5
Region IV-A,Senior High,Female,2017,0.0,0.0,1.1,86.5
Region IV-A,Senior High,Male,2017,0.0,0.0,1.1,84.5
Region IV-B,Elementary,Female,2017,95.8,96.0,0.9,79.8
Region IV-B,Elementary,Male,2017,90.9,91.6,0.9,78.5
Region IV-B,Junior High,Female,2017,88.2,89.4,1.0,79.8
Region IV-B,Junior High,Male,2017,79.7,81.3,1.0,78.5
Region IV-B,Senior High,Female,2017,0.0,0.0,1.1,79.8
Region IV-B,Senior High,Male,2017,0.0,0.0,1.1,78.5
Region V,Elementary,Female,2017,95.4,96.2,0.9,84.6
Region V,Elementary,Male,2017,91.3,93.0,0.9,83.4
Region V,Junior High,Female,2017,87.9,89.3,1.0,84.6
Region V,Junior High,Male,2017,78.5,80.7,1.0,83.4
Region V,Senior High,Female,2017,0.0,0.0,1.2,84.6
Region V,Senior High,Male,2017,0.0,0.0,1.2,83.4
Region VI,Elementary,Female,2017,97.1,98.0,0.9,90.9
Region VI,Elementary,Male,2017,91.6,93.0,0.9,91.0
Region VI,Junior High,Female,2017,89.3,90.6,1.0,90.9
Region VI,Junior High,Male,2017,80.2,81.7,1.0,91.0
Region VI,Senior High,Female,2017,0.0,0.0,1.1,90.9
Region VI,Senior High,Male,2017,0.0,0.0,1.1,91.0
Region VII,Elementary,Female,2017,95.0,96.6,0.9,91.6
Region VII,Elementary,Male,2017,89.6,91.6,0.9,91.2
Region VII,Junior High,Female,2017,88.8,90.4,1.0,91.6
Region VII,Junior High,Male,2017,79.0,80.6,1.0,91.2
Region VII,Senior High,Female,2017,0.0,0.0,1.2,91.6
Region VII,Senior High,Male,2017,0.0,0.0,1.2,91.2
Region VIII,Elementary,Female,2017,95.9,96.4,0.9,86.0
Region VIII,Elementary,Male,2017,91.0,92.3,0.9,84.3
Region VIII,Junior High,Female,2017,84.5,86.3,1.0,86.0
Region VIII,Junior High,Male,2017,74.1,76.2,1.0,84.3
Region VIII,Senior High,Female,2017,0.0,0.0,1.1,86.0
Region VIII,Senior High,Male,2017,0.0,0.0,1.1,84.3
Region IX,Elementary,Female,2017,93.7,94.1,0.9,81.4
Region IX,Elementary,Male,2017,86.2,87.3,0.9,79.0
Region IX,Junior High,Female,2017,82.4,84.0,1.0,81.4
Region IX,Junior High,Male,2017,73.7,75.3,1.0,79.0
Region IX,Senior High,Female,2017,0.0,0.0,1.2,81.4
Region IX,Senior High,Male,2017,0.0,0.0,1.2,79.0
Region X,Elementary,Female,2017,93.8,96.5,0.9,90.1
Region X,Elementary,Male,2017,86.8,89.8,0.9,88.9
Region X,Junior High,Female,2017,83.7,85.5,1.0,90.1
Region X,Junior High,Male,2017,74.3,76.1,1.0,88.9
Region X,Senior High,Female,2017,0.0,0.0,1.2,90.1
Region X,Senior High,Male,2017,0.0,0.0,1.2,88.9
Region XI,Elementary,Female,2017,95.0,95.9,0.9,83.6
Region XI,Elementary,Male,2017,89.5,91.1,0.9,81.5
Region XI,Junior High,Female,2017,83.9,85.4,1.0,83.6
Region XI,Junior High,Male,2017,76.3,77.6,1.0,81.5
Region XI,Senior High,Female,2017,0.0,0.0,1.2,83.6
Region XI,Senior High,Male,2017,0.0,0.0,1.2,81.5
Region XII,Elementary,Female,2017,93.9,95.3,0.9,84.1
Region XII,Elementary,Male,2017,88.5,90.4,0.9,82.5
Region XII,Junior High,Female,2017,83.2,84.6,1.0,84.1
Region XII,Junior High,Male,2017,76.4,77.9,1.0,82.5
Region XII,Senior High,Female,2017,0.0,0.0,1.1,84.1
Region XII,Senior High,Male,2017,0.0,0.0,1.1,82.5
Region XIII,Elementary,Female,2017,94.0,95.1,0.9,86.1
Region XIII,Elementary,Male,2017,88.2,89.7,0.9,86.2
Region XIII,Junior High,Female,2017,85.0,86.7,1.0,86.1
Region XIII,Junior High,Male,2017,79.8,82.0,1.0,86.2
Region XIII,Senior High,Female,2017,0.0,0.0,1.1,86.1
Region XIII,Senior High,Male,2017,0.0,0.0,1.1,86.2
BARMM,Elementary,Female,2017,55.4,55.6,1.0,64.1
BARMM,Elementary,Male,2017,52.8,53.5,1.0,57.2
BARMM,Junior High,Female,2017,62.1,63.2,1.3,64.1
BARMM,Junior High,Male,2017,62.2,63.3,1.3,57.2
BARMM,Senior High,Female,2017,0.0,0.0,1.4,64.1
BARMM,Senior High,Male,2017,0.0,0.0,1.4,57.2
NCR,Elementary,Female,2018,100.0,100.0,0.9,69.5
NCR,Elementary,Male,2018,97.9,97.9,0.9,69.3
NCR,Junior High,Female,2018,96.1,96.1,1.0,69.5
NCR,Junior High,Male,2018,89.5,89.5,1.0,69.3
NCR,Senior High,Female,2018,86.9,88.4,1.1,69.5
NCR,Senior High,Male,2018,78.4,80.4,1.1,69.3
CAR,Elementary,Female,2018,98.8,98.8,0.9,71.9
CAR,Elementary,Male,2018,96.2,96.5,0.9,74.5
CAR,Junior High,Female,2018,93.2,94.2,1.0,71.9
CAR,Junior High,Male,2018,81.0,82.1,1.0,74.5
CAR,Senior High,Female,2018,88.4,90.0,1.2,71.9
CAR,Senior High,Male,2018,73.9,76.2,1.2,74.5
Region I,Elementary,Female,2018,99.3,99.4,0.9,72.5
Region I,Elementary,Male,2018,97.0,97.4,0.9,73.2
Region I,Junior High,Female,2018,94.6,95.2,1.0,72.5
Region I,Junior High,Male,2018,87.4,88.3,1.0,73.2
Region I,Senior High,Female,2018,86.4,87.2,1.0,72.5
Region I,Senior High,Male,2018,80.3,81.1,1.0,73.2
Region II,Elementary,Female,2018,99.1,99.2,0.9,76.8
Region II,Elementary,Male,2018,96.1,96.6,0.9,77.6
Region II,Junior High,Female,2018,92.6,93.7,1.0,76.8
Region II,Junior High,Male,2018,84.4,85.5,1.0,77.6
Region II,Senior High,Female,2018,86.1,87.8,1.1,76.8
Region II,Senior High,Male,2018,78.5,80.1,1.1,77.6
Region III,Elementary,Female,2018,100.0,100.0,0.9,82.0
Region III,Elementary,Male,2018,98.0,98.4,0.9,82.7
Region III,Junior High,Female,2018,93.9,94.4,1.0,82.0
Region III,Junior High,Male,2018,87.0,87.2,1.0,82.7
Region III,Senior High,Female,2018,85.0,86.4,1.0,82.0
Region III,Senior High,Male,2018,78.6,80.4,1.0,82.7
Region IV-A,Elementary,Female,2018,100.0,100.0,0.9,80.7
Region IV-A,Elementary,Male,2018,98.7,98.8,0.9,80.3
Region IV-A,Junior High,Female,2018,96.4,96.7,1.0,80.7
Region IV-A,Junior High,Male,2018,89.8,90.3,1.0,80.3
Region IV-A,Senior High,Female,2018,85.3,86.2,1.1,80.7
Region IV-A,Senior High,Male,2018,77.8,79.3,1.1,80.3
Region IV-B,Elementary,Female,2018,97.1,97.3,0.9,70.7
Region IV-B,Elementary,Male,2018,92.7,93.6,0.9,72.0
Region IV-B,Junior High,Female,2018,87.6,88.9,1.0,70.7
Region IV-B,Junior High,Male,2018,78.8,80.4,1.0,72.0
Region IV-B,Senior High,Female,2018,74.5,74.9,1.1,70.7
Region IV-B,Senior High,Male,2018,67.0,67.9,1.1,72.0
Region V,Elementary,Female,2018,98.7,98.8,0.9,76.2
Region V,Elementary,Male,2018,94.4,95.6,0.9,77.5
Region V,Junior High,Female,2018,92.1,93.0,1.0,76.2
Region V,Junior High,Male,2018,80.8,82.5,1.0,77.5
Region V,Senior High,Female,2018,83.2,83.9,1.1,76.2
Region V,Senior High,Male,2018,73.5,74.7,1.1,77.5
Region VI,Elementary,Female,2018,98.8,99.0,0.9,79.8
Region VI,Elementary,Male,2018,95.4,96.3,0.9,81.0
Region VI,Junior High,Female,2018,92.4,93.0,1.0,79.8
Region VI,Junior High,Male,2018,84.7,85.6,1.0,81.0
Region VI,Senior High,Female,2018,83.1,84.3,1.1,79.8
Region VI,Senior High,Male,2018,75.8,78.0,1.1,81.0
Region VII,Elementary,Female,2018,100.0,100.0,0.9,82.1
Region VII,Elementary,Male,2018,96.6,97.1,0.9,82.2
Region VII,Junior High,Female,2018,95.5,95.9,1.0,82.1
Region VII,Junior High,Male,2018,88.1,88.3,1.0,82.2
Region VII,Senior High,Female,2018,89.8,91.4,1.1,82.1
Region VII,Senior High,Male,2018,81.5,83.1,1.1,82.2
Region VIII,Elementary,Female,2018,96.9,97.0,0.9,75.0
Region VIII,Elementary,Male,2018,91.6,92.6,0.9,74.0
Region VIII,Junior High,Female,2018,87.8,88.8,1.0,75.0
Region VIII,Junior High,Male,2018,77.5,78.6,1.0,74.0
Region VIII,Senior High,Female,2018,79.3,80.4,1.1,75.0
Region VIII,Senior High,Male,2018,71.8,73.2,1.1,74.0
Region IX,Elementary,Female,2018,99.1,99.1,0.9,75.8
Region IX,Elementary,Male,2018,94.2,95.1,0.9,75.3
Region IX,Junior High,Female,2018,88.6,89.8,1.0,75.8
Region IX,Junior High,Male,2018,76.3,78.1,1.0,75.3
Region IX,Senior High,Female,2018,78.9,81.4,1.2,75.8
Region IX,Senior High,Male,2018,71.3,72.9,1.2,75.3
Region X,Elementary,Female,2018,96.7,96.7,0.9,85.3
Region X,Elementary,Male,2018,92.8,93.1,0.9,86.0
Region X,Junior High,Female,2018,90.2,90.3,1.0,85.3
Region X,Junior High,Male,2018,82.2,82.2,1.0,86.0
Region X,Senior High,Female,2018,81.4,83.2,1.2,85.3
Region X,Senior High,Male,2018,74.3,76.3,1.2,86.0
Region XI,Elementary,Female,2018,99.5,99.5,0.9,78.9
Region XI,Elementary,Male,2018,93.4,94.3,0.9,77.5
Region XI,Junior High,Female,2018,90.5,90.8,1.0,78.9
Region XI,Junior High,Male,2018,79.2,79.6,1.0,77.5
Region XI,Senior High,Female,2018,83.3,86.1,1.2,78.9
Region XI,Senior High,Male,2018,73.6,75.1,1.2,77.5
Region XII,Elementary,Female,2018,97.5,97.5,0.9,76.5
Region XII,Elementary,Male,2018,92.0,92.4,0.9,75.5
Region XII,Junior High,Female,2018,86.1,87.3,1.0,76.5
Region XII,Junior High,Male,2018,77.4,78.5,1.0,75.5
Region XII,Senior High,Female,2018,78.1,79.3,1.1,76.5
Region XII,Senior High,Male,2018,70.0,71.8,1.1,75.5
Region XIII,Elementary,Female,2018,98.2,98.2,0.9,76.0
Region XIII,Elementary,Male,2018,92.8,93.4,0.9,77.3
Region XIII,Junior High,Female,2018,89.6,90.8,1.0,76.0
Region XIII,Junior High,Male,2018,81.3,82.6,1.0,77.3
Region XIII,Senior High,Female,2018,80.6,82.0,1.1,76.0
Region XIII,Senior High,Male,2018,75.7,77.7,1.1,77.3
BARMM,Elementary,Female,2018,79.1,79.1,1.0,57.7
BARMM,Elementary,Male,2018,74.2,74.2,1.0,51.7
BARMM,Junior High,Female,2018,93.6,94.5,1.2,57.7
BARMM,Junior High,Male,2018,92.8,93.6,1.2,51.7
BARMM,Senior High,Female,2018,67.7,71.1,1.4,57.7
BARMM,Senior High,Male,2018,67.6,69.7,1.4,51.7
NCR,Elementary,Female,2019,95.7,95.9,0.9,58.3
NCR,Elementary,Male,2019,94.2,94.4,0.9,56.1
NCR,Junior High,Female,2019,90.3,91.6,1.0,58.3
NCR,Junior High,Male,2019,84.4,85.7,1.0,56.1
NCR,Senior High,Female,2019,79.6,81.0,1.1,58.3
NCR,Senior High,Male,2019,73.0,75.0,1.1,56.1
CAR,Elementary,Female,2019,97.2,98.0,0.9,61.8
CAR,Elementary,Male,2019,94.6,95.6,0.9,62.8
CAR,Junior High,Female,2019,87.6,90.0,1.0,61.8
CAR,Junior High,Male,2019,76.0,79.1,1.0,62.8
CAR,Senior High,Female,2019,82.9,84.4,1.1,61.8
CAR,Senior High,Male,2019,69.9,71.9,1.1,62.8
Region I,Elementary,Female,2019,99.5,99.6,0.9,57.1
Region I,Elementary,Male,2019,98.4,98.8,0.9,57.1
Region I,Junior High,Female,2019,92.9,94.2,0.9,57.1
Region I,Junior High,Male,2019,85.6,87.4,0.9,57.1
Region I,Senior High,Female,2019,84.2,86.4,1.0,57.1
Region I,Senior High,Male,2019,77.1,79.2,1.0,57.1
Region II,Elementary,Female,2019,98.9,99.6,0.9,62.2
Region II,Elementary,Male,2019,96.1,97.0,0.9,62.7
Region II,Junior High,Female,2019,91.5,92.7,1.0,62.2
Region II,Junior High,Male,2019,84.0,85.3,1.0,62.7
Region II,Senior High,Female,2019,84.2,86.1,1.1,62.2
Region II,Senior High,Male,2019,77.4,78.9,1.1,62.7
Region III,Elementary,Female,2019,99.6,99.8,0.9,67.4
Region III,Elementary,Male,2019,97.5,98.1,0.9,66.8
Region III,Junior High,Female,2019,92.8,93.3,1.0,67.4
Region III,Junior High,Male,2019,86.7,87.1,1.0,66.8
Region III,Senior High,Female,2019,79.9,83.3,1.0,67.4
Region III,Senior High,Male,2019,74.4,78.0,1.0,66.8
Region IV-A,Elementary,Female,2019,99.8,100.0,0.9,66.5
Region IV-A,Elementary,Male,2019,98.8,99.4,0.9,64.3
Region IV-A,Junior High,Female,2019,92.9,94.3,1.0,66.5
Region IV-A,Junior High,Male,2019,87.4,88.9,1.0,64.3
Region IV-A,Senior High,Female,2019,82.8,84.2,1.1,66.5
Region IV-A,Senior High,Male,2019,76.6,78.7,1.1,64.3
Region IV-B,Elementary,Female,2019,98.4,98.8,0.9,59.3
Region IV-B,Elementary,Male,2019,95.0,95.9,0.9,58.0
Region IV-B,Junior High,Female,2019,89.2,89.9,1.0,59.3
Region IV-B,Junior High,Male,2019,81.3,82.6,1.0,58.0
Region IV-B,Senior High,Female,2019,75.8,78.5,1.1,59.3
Region IV-B,Senior High,Male,2019,68.4,71.5,1.1,58.0
Region V,Elementary,Female,2019,97.7,98.0,0.9,64.3
Region V,Elementary,Male,2019,93.7,95.0,0.9,62.9
Region V,Junior High,Female,2019,87.7,89.1,1.0,64.3
Region V,Junior High,Male,2019,77.5,79.4,1.0,62.9
Region V,Senior High,Female,2019,77.5,78.3,1.1,64.3
Region V,Senior High,Male,2019,68.4,69.8,1.1,62.9
Region VI,Elementary,Female,2019,98.1,98.9,0.9,66.9
Region VI,Elementary,Male,2019,95.4,96.7,0.9,66.8
Region VI,Junior High,Female,2019,89.8,90.7,1.0,66.9
Region VI,Junior High,Male,2019,80.8,82.3,1.0,66.8
